cid,title,cat,cat_path,page,langs,n_langs
ENPsfb8bl,Seoul Philharmonic Orchestra Park Concert 2023,문화관광,Culture > Cultural > Facilities,22,KOPsfb8bl:한국어|ENPsfb8bl:영어|JPPsfb8bl:일본어|CNPsfb8bl:중국어 간체|TCPsfb8bl:중국어 번체,5
ENP4cq7rr,2023 Autumn Seoul Light DDP,문화관광,Culture > Cultural > Facilities,22,KOP4cq7rr:한국어|ENP4cq7rr:영어|JPP4cq7rr:일본어|CNP4cq7rr:중국어 간체|TCP4cq7rr:중국어 번체,5
ENPhxe78f,Korea lnt’l EDUCATION WEEK 2023,문화관광,Culture > Cultural > Facilities,22,KOPhxe78f:한국어|ENPhxe78f:영어|JPPhxe78f:일본어|CNPhxe78f:중국어 간체|TCPhxe78f:중국어 번체,5
ENPrfwk6e,2023 KOREA BUILD WEEK,문화관광,Culture > Cultural > Facilities,22,KOPrfwk6e:한국어|ENPrfwk6e:영어|JPPrfwk6e:일본어|CNPrfwk6e:중국어 간체|TCPrfwk6e:중국어 번체,5
ENP9vuxuv,Kim Byung-gu Solo Exhibition: 7 am Green pew,문화관광,Culture > Cultural > Facilities,22,KOP9vuxuv:한국어|ENP9vuxuv:영어|JPP9vuxuv:일본어|CNP9vuxuv:중국어 간체|TCP9vuxuv:중국어 번체,5
ENPsbarih,A Magical day,문화관광,Culture > Cultural > Facilities,23,KOPsbarih:한국어|ENPsbarih:영어|CNPsbarih:중국어 간체|TCPsbarih:중국어 번체,4
ENPowtoyc,Seoul Sky,문화관광,Culture > Landmarks,23,KOPowtoyc:한국어|ENPowtoyc:영어|JPPowtoyc:일본어|CNPowtoyc:중국어 간체|TCPowtoyc:중국어 번체,5
ENPsnugjh,Transparence_ Sense and Mind: The Exhibition of Gapado AiR Artists 2018-2022,문화관광,Culture > Cultural > Facilities,23,KOPsnugjh:한국어|ENPsnugjh:영어|JPPsnugjh:일본어|CNPsnugjh:중국어 간체|TCPsnugjh:중국어 번체,5
ENP24o1g5,Cho Kyoungjae: : Absolute Reconstruction,문화관광,Culture > Cultural > Facilities,23,KOP24o1g5:한국어|ENP24o1g5:영어|JPP24o1g5:일본어|CNP24o1g5:중국어 간체|TCP24o1g5:중국어 번체,5
ENPxj9byw,Gallery Jiwooheon,문화관광,Culture > Cultural > Facilities,23,KOPxj9byw:한국어|ENPxj9byw:영어|JPPxj9byw:일본어|CNPxj9byw:중국어 간체|TCPxj9byw:중국어 번체,5
ENPi1olcq,Alchemy of Souls: Light and Shadow Immersive Media Art Exhibition,문화관광,Culture > Cultural > Facilities,23,KOPi1olcq:한국어|ENPi1olcq:영어|JPPi1olcq:일본어|CNPi1olcq:중국어 간체|TCPi1olcq:중국어 번체,5
ENPx138ls,Geoan,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,23,KOPx138ls:한국어|ENPx138ls:영어|JPPx138ls:일본어|CNPx138ls:중국어 간체|TCPx138ls:중국어 번체,5
ENP6zvjr6,Ttukseom Hangang Park X Game Zone,문화관광,Culture > Leisure/Sports > Centers,23,KOP6zvjr6:한국어|ENP6zvjr6:영어|JPP6zvjr6:일본어|CNP6zvjr6:중국어 간체|TCP6zvjr6:중국어 번체|RUP6zvjr6:러시아어|MLP6zvjr6:말레이어,7
ENPa0muuu,Hangang Story Exhibition Hall,문화관광,Culture > Other > Cultural > Destinations,23,KOPa0muuu:한국어|ENPa0muuu:영어|JPPa0muuu:일본어|CNPa0muuu:중국어 간체|TCPa0muuu:중국어 번체,5
ENPqnwgc7,"Mood, sunday",문화관광,Culture > Cultural > Facilities,23,KOPqnwgc7:한국어|ENPqnwgc7:영어|JPPqnwgc7:일본어|CNPqnwgc7:중국어 간체|TCPqnwgc7:중국어 번체,5
ENP129lpb,SM Entertainment,문화관광,Culture,23,KOP129lpb:한국어|ENP129lpb:영어|JPP129lpb:일본어|CNP129lpb:중국어 간체|TCP129lpb:중국어 번체,5
ENP5zna0p,GanaArt Collection Permanent Exhibition《80 Urban Reality》,문화관광,Culture > Cultural > Facilities,23,KOP5zna0p:한국어|ENP5zna0p:영어|JPP5zna0p:일본어|CNP5zna0p:중국어 간체|TCP5zna0p:중국어 번체,5
ENPxv4p1y,Diffusione,문화관광,Culture > Cultural > Facilities,23,KOPxv4p1y:한국어|ENPxv4p1y:영어|JPPxv4p1y:일본어|CNPxv4p1y:중국어 간체|TCPxv4p1y:중국어 번체,5
ENP433ns6,Bulgwang Blacksmith Workshop,문화관광,Culture > Cultural > Districts,23,KOP433ns6:한국어|ENP433ns6:영어|JPP433ns6:일본어|CNP433ns6:중국어 간체|TCP433ns6:중국어 번체,5
ENPer9yef,Happiness Recipe Found in a Gallery,문화관광,Culture > Cultural > Facilities,23,KOPer9yef:한국어|ENPer9yef:영어|JPPer9yef:일본어|CNPer9yef:중국어 간체|TCPer9yef:중국어 번체,5
ENPgpl1c3,Walpurgis Night: THE WITCHES FROM KOREA,문화관광,Culture > Cultural > Facilities,23,KOPgpl1c3:한국어|ENPgpl1c3:영어|JPPgpl1c3:일본어|CNPgpl1c3:중국어 간체|TCPgpl1c3:중국어 번체,5
ENP8w111p,"Byung-Hun Min&#039;s solo exhibition, Southern Excursion",문화관광,Culture > Cultural > Facilities,23,KOP8w111p:한국어|ENP8w111p:영어|JPP8w111p:일본어|CNP8w111p:중국어 간체,4
ENPav9wgq,B the B,문화관광,Culture > Other > Cultural > Destinations,23,KOPav9wgq:한국어|ENPav9wgq:영어|JPPav9wgq:일본어|CNPav9wgq:중국어 간체|TCPav9wgq:중국어 번체,5
ENP6w9tgb,Seoul Vibe,문화관광,Culture > Cultural > Facilities,23,KOP6w9tgb:한국어|ENP6w9tgb:영어|JPP6w9tgb:일본어|CNP6w9tgb:중국어 간체|TCP6w9tgb:중국어 번체,5
ENP042446,Kim Joong-up House of Architectural Culture,문화관광,Culture > Cultural > Facilities,23,KOP042446:한국어|ENP042446:영어,2
ENP042352,ChoiManLin Museum,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,24,KOP042352:한국어|ENP042352:영어,2
ENP042350,ParkNoSoo Museum,문화관광,Culture > Cultural > Facilities,24,KOP042350:한국어|ENP042350:영어|JPP042350:일본어|CNP042350:중국어 간체|TCP042350:중국어 번체,5
ENP042328,World Trade Center Seoul (WTC Seoul),문화관광,Culture > Landmarks,24,KOP042328:한국어|ENP042328:영어|JPP042328:일본어|CNP042328:중국어 간체|TCP042328:중국어 번체,5
ENP042288,Graphic,문화관광,Culture > Other > Cultural > Destinations,24,KOP042288:한국어|ENP042288:영어|JPP042288:일본어|CNP042288:중국어 간체|TCP042288:중국어 번체,5
ENP042255,Figure and Ground,문화관광,Culture > Other > Cultural > Destinations,24,KOP042255:한국어|ENP042255:영어,2
ENP042252,LCDC SEOUL,문화관광,Culture > Cultural > Districts,24,KOP042252:한국어|ENP042252:영어,2
ENP042078,Incheon International Airport Terminal 1 Tourist Information Center (West),문화관광,Culture,24,KOP042078:한국어|ENP042078:영어|JPP042078:일본어|CNP042078:중국어 간체|TCP042078:중국어 번체,5
ENP041926,Songpa Book Museum,문화관광,Culture > Cultural > Facilities > Museums,24,KOP041926:한국어|ENP041926:영어,2
ENP041927,Yangcheon Park Book Shelter,문화관광,Culture > Cultural > Districts,24,KOP041927:한국어|ENP041927:영어,2
ENP041925,NaeSup Library,문화관광,Culture > Cultural > Districts,24,KOP041925:한국어|ENP041925:영어,2
ENP041903,Kim Geun-tae Memorial Library-Archives,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,24,KOP041903:한국어|ENP041903:영어,2
ENP041681,Shinhan Museum,문화관광,Culture > Cultural > Facilities,24,KOP041681:한국어|ENP041681:영어|JPP041681:일본어|CNP041681:중국어 간체|TCP041681:중국어 번체,5
ENP041095,Jamsildaegyo Bridge,문화관광,Culture > Landmarks,24,KOP041095:한국어|ENP041095:영어|JPP041095:일본어|CNP041095:중국어 간체|TCP041095:중국어 번체|RUP041095:러시아어|MLP041095:말레이어,7
ENP040770,National Meteorological Museum of Korea,문화관광,Culture > Cultural > Facilities,24,KOP040770:한국어|ENP040770:영어|JPP040770:일본어|CNP040770:중국어 간체|TCP040770:중국어 번체|RUP040770:러시아어|MLP040770:말레이어,7
ENP040673,Indiespace,문화관광,Culture > Other > Cultural > Destinations,24,KOP040673:한국어|ENP040673:영어|JPP040673:일본어|CNP040673:중국어 간체|TCP040673:중국어 번체|RUP040673:러시아어|MLP040673:말레이어,7
ENP040172,Kyobo Bookstore Gwanghwamun Branch,문화관광,Culture > Landmarks,24,KOP040172:한국어|ENP040172:영어|JPP040172:일본어|CNP040172:중국어 간체|TCP040172:중국어 번체|RUP040172:러시아어|MLP040172:말레이어,7
ENP039726,The Project HUAM,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,24,KOP039726:한국어|ENP039726:영어|JPP039726:일본어|CNP039726:중국어 간체|TCP039726:중국어 번체|RUP039726:러시아어|MLP039726:말레이어,7
ENP039725,Book Park Lounge,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,24,KOP039725:한국어|ENP039725:영어|JPP039725:일본어|CNP039725:중국어 간체|TCP039725:중국어 번체|RUP039725:러시아어|MLP039725:말레이어,7
ENP039724,Sojeonseolim,문화관광,Culture > Other > Cultural > Destinations,24,KOP039724:한국어|ENP039724:영어|JPP039724:일본어|CNP039724:중국어 간체|TCP039724:중국어 번체|RUP039724:러시아어|MLP039724:말레이어,7
ENP039707,Hyochang Park,문화관광,Culture > Parks,24,KOP039707:한국어|ENP039707:영어|JPP039707:일본어|CNP039707:중국어 간체|TCP039707:중국어 번체|RUP039707:러시아어|MLP039707:말레이어,7
ENP039706,Seoripul Park,문화관광,Culture > Parks,25,KOP039706:한국어|ENP039706:영어|JPP039706:일본어|CNP039706:중국어 간체|TCP039706:중국어 번체|RUP039706:러시아어|MLP039706:말레이어,7
ENP039629,Chundangji Pond,문화관광,Culture > Parks,25,KOP039629:한국어|ENP039629:영어|JPP039629:일본어|CNP039629:중국어 간체|TCP039629:중국어 번체|RUP039629:러시아어|MLP039629:말레이어,7
ENP038861,World Cup Park&#039;s Dog Park,문화관광,Culture > Parks,25,KOP038861:한국어|ENP038861:영어|JPP038861:일본어|CNP038861:중국어 간체|TCP038861:중국어 번체|RUP038861:러시아어|MLP038861:말레이어,7
ENP038243,Seoul Urban Life Museum,문화관광,Culture > Cultural > Facilities > Museums,25,KOP038243:한국어|ENP038243:영어|JPP038243:일본어|CNP038243:중국어 간체|TCP038243:중국어 번체|RUP038243:러시아어|MLP038243:말레이어,7
ENP038092,Seoul Museum of Craft,문화관광,Culture > Cultural > Facilities > Museums,25,KOP038092:한국어|ENP038092:영어|JPP038092:일본어|CNP038092:중국어 간체|TCP038092:중국어 번체|RUP038092:러시아어|MLP038092:말레이어,7
ENP038104,Zero World Gangnam,문화관광,Culture > Other > Cultural > Destinations,25,KOP038104:한국어|ENP038104:영어|JPP038104:일본어|CNP038104:중국어 간체|TCP038104:중국어 번체|RUP038104:러시아어|MLP038104:말레이어,7
ENP038021,National Aviation Museum of Korea,문화관광,Culture > Cultural > Facilities > Museums,25,KOP038021:한국어|ENP038021:영어|JPP038021:일본어|CNP038021:중국어 간체|TCP038021:중국어 번체|RUP038021:러시아어|MLP038021:말레이어,7
ENP035570,Modu School,문화관광,Culture > Education > Centers,25,KOP035570:한국어|ENP035570:영어|JPP035570:일본어|CNP035570:중국어 간체|TCP035570:중국어 번체|RUP035570:러시아어,6
ENP037583,Tourist Information Center in Seoul Tourism Plaza,문화관광,Culture,25,KOP037583:한국어|ENP037583:영어|JPP037583:일본어|CNP037583:중국어 간체|TCP037583:중국어 번체|RUP037583:러시아어|MLP037583:말레이어,7
ENP037367,Lotte World Aquarium,문화관광,Culture > Theme > Parks,25,KOP037367:한국어|ENP037367:영어|JPP037367:일본어|CNP037367:중국어 간체|TCP037367:중국어 번체|RUP037367:러시아어|MLP037367:말레이어,7
ENP037194,TRYGROUND Studyroom,문화관광,Culture > Education > Centers,25,KOP037194:한국어|ENP037194:영어|JPP037194:일본어|CNP037194:중국어 간체|TCP037194:중국어 번체|RUP037194:러시아어|MLP037194:말레이어,7
ENP037162,Gyeongui Line Book Street,문화관광,Culture > Cultural > Districts,25,KOP037162:한국어|ENP037162:영어|JPP037162:일본어|CNP037162:중국어 간체|TCP037162:중국어 번체|RUP037162:러시아어|MLP037162:말레이어,7
ENP037160,Gyeongui Line Forest Park,문화관광,Culture > Parks,25,KOP037160:한국어|ENP037160:영어|JPP037160:일본어|CNP037160:중국어 간체|TCP037160:중국어 번체|RUP037160:러시아어|MLP037160:말레이어,7
ENP037158,Jahamun Tunnel,문화관광,Culture > Landmarks,25,KOP037158:한국어|ENP037158:영어|JPP037158:일본어|CNP037158:중국어 간체|TCP037158:중국어 번체|RUP037158:러시아어|MLP037158:말레이어,7
ENP037156,Malli-dong,문화관광,Culture > Cultural > Districts,25,KOP037156:한국어|ENP037156:영어|JPP037156:일본어|CNP037156:중국어 간체|TCP037156:중국어 번체|RUP037156:러시아어|MLP037156:말레이어,7
ENP037044,KCDF Gallery,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,25,KOP037044:한국어|ENP037044:영어|JPP037044:일본어|CNP037044:중국어 간체|TCP037044:중국어 번체|RUP037044:러시아어|MLP037044:말레이어,7
ENP037008,Ikseon-dong Hanok Village,문화관광,Culture > Cultural > Districts,25,KOP037008:한국어|ENP037008:영어|JPP037008:일본어|CNP037008:중국어 간체|TCP037008:중국어 번체|RUP037008:러시아어|MLP037008:말레이어,7
ENP037010,Gwangjin Forest Naru Park,문화관광,Culture > Parks,25,KOP037010:한국어|ENP037010:영어|JPP037010:일본어|CNP037010:중국어 간체|TCP037010:중국어 번체|RUP037010:러시아어|MLP037010:말레이어,7
ENP036989,Seocho Culture &amp; Arts Park,문화관광,Culture > Parks,25,KOP036989:한국어|ENP036989:영어|JPP036989:일본어|CNP036989:중국어 간체|TCP036989:중국어 번체|RUP036989:러시아어|MLP036989:말레이어,7
ENP036971,Salgoji-gil,문화관광,Culture > Parks,25,KOP036971:한국어|ENP036971:영어|JPP036971:일본어|CNP036971:중국어 간체|TCP036971:중국어 번체|RUP036971:러시아어|MLP036971:말레이어,7
ENP035673,Eunpyeong Hanok Village,문화관광,Culture > Cultural > Districts,26,KOP035673:한국어|ENP035673:영어|JPP035673:일본어|CNP035673:중국어 간체|TCP035673:중국어 번체|RUP035673:러시아어|MLP035673:말레이어,7
ENP035621,Metasequoia Forest Park,문화관광,Culture > Parks,26,KOP035621:한국어|ENP035621:영어|JPP035621:일본어|CNP035621:중국어 간체|TCP035621:중국어 번체|RUP035621:러시아어|MLP035621:말레이어,7
ENP035622,Hwarangdae Railroad Park,문화관광,Culture > Parks,26,KOP035622:한국어|ENP035622:영어|JPP035622:일본어|CNP035622:중국어 간체|TCP035622:중국어 번체|RUP035622:러시아어|MLP035622:말레이어,7
ENP035405,National Hangeul Museum,문화관광,Culture > Cultural > Facilities,26,KOP035405:한국어|ENP035405:영어|JPP035405:일본어|CNP035405:중국어 간체|TCP035405:중국어 번체|RUP035405:러시아어|MLP035405:말레이어,7
ENP035307,Joongrang Camping Site,문화관광,Culture > Leisure/Sports > Centers,26,KOP035307:한국어|ENP035307:영어|JPP035307:일본어|CNP035307:중국어 간체|TCP035307:중국어 번체|RUP035307:러시아어|MLP035307:말레이어,7
ENP035118,Hangang Art Park,문화관광,Culture > Parks,26,KOP035118:한국어|ENP035118:영어|JPP035118:일본어|CNP035118:중국어 간체|TCP035118:중국어 번체|RUP035118:러시아어|MLP035118:말레이어,7
ENP035072,Nanjicheon Park,문화관광,Culture > Parks,26,KOP035072:한국어|ENP035072:영어|JPP035072:일본어|CNP035072:중국어 간체|TCP035072:중국어 번체|RUP035072:러시아어|MLP035072:말레이어,7
ENP035015,Namsan Cable Car,문화관광,Culture > Landmarks,26,KOP035015:한국어|ENP035015:영어|JPP035015:일본어|CNP035015:중국어 간체|TCP035015:중국어 번체|RUP035015:러시아어|MLP035015:말레이어,7
ENP034909,Kimdaljin Art Archives &amp; Museum,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,26,KOP034909:한국어|ENP034909:영어|JPP034909:일본어|CNP034909:중국어 간체|TCP034909:중국어 번체|RUP034909:러시아어,6
ENP034860,Jeon Tae-il Memorial Hall,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,26,KOP034860:한국어|ENP034860:영어|JPP034860:일본어|CNP034860:중국어 간체|TCP034860:중국어 번체|RUP034860:러시아어,6
ENP034857,Seoul Metropolitan Archives,문화관광,Culture > Cultural > Facilities > Museums,26,KOP034857:한국어|ENP034857:영어|JPP034857:일본어|CNP034857:중국어 간체|TCP034857:중국어 번체|RUP034857:러시아어|MLP034857:말레이어,7
ENP034587,Gyeongchun Line Forest Street Arts,문화관광,Culture > Parks,26,KOP034587:한국어|ENP034587:영어|JPP034587:일본어|CNP034587:중국어 간체|TCP034587:중국어 번체|RUP034587:러시아어,6
ENP034492,Smashing Bowl (Cheongdam),문화관광,Culture > Leisure/Sports > Centers,26,KOP034492:한국어|ENP034492:영어|JPP034492:일본어|CNP034492:중국어 간체|TCP034492:중국어 번체|RUP034492:러시아어|MLP034492:말레이어,7
ENP034489,Kom Kom Arcade,문화관광,Culture > Other > Cultural > Destinations,26,KOP034489:한국어|ENP034489:영어|JPP034489:일본어|CNP034489:중국어 간체|TCP034489:중국어 번체|RUP034489:러시아어|MLP034489:말레이어,7
ENP034359,Tubester (Sebitseom Island),문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,26,KOP034359:한국어|ENP034359:영어|CNP034359:중국어 간체|TCP034359:중국어 번체|MLP034359:말레이어,5
ENP034149,Seoul Hall of Urbanism &amp; Architecture,문화관광,Culture > Cultural > Facilities,26,KOP034149:한국어|ENP034149:영어|JPP034149:일본어|CNP034149:중국어 간체|TCP034149:중국어 번체|RUP034149:러시아어,6
ENP033825,Seoul Sewerage Science Museum,문화관광,Culture > Cultural > Facilities,26,KOP033825:한국어|ENP033825:영어|JPP033825:일본어|CNP033825:중국어 간체|TCP033825:중국어 번체,5
ENP033826,Seocho Tourist Information Center,문화관광,Culture > Cultural > Districts,26,KOP033826:한국어|ENP033826:영어|JPP033826:일본어|CNP033826:중국어 간체|TCP033826:중국어 번체|RUP033826:러시아어|MLP033826:말레이어,7
ENP033828,Sungshin Women&#039;s University Costume Museum and Natural History Museum,문화관광,Culture > Cultural > Facilities > Museums,26,KOP033828:한국어|ENP033828:영어|JPP033828:일본어|CNP033828:중국어 간체|TCP033828:중국어 번체|RUP033828:러시아어|MLP033828:말레이어,7
ENP033516,Neorang Narang Urirang Stamp Healing Tour,문화관광,Culture,26,KOP033516:한국어|ENP033516:영어|JPP033516:일본어|CNP033516:중국어 간체|TCP033516:중국어 번체,5
ENP032734,Anyoung Insadong,문화관광,Culture > Other > Cultural > Destinations,27,KOP032734:한국어|ENP032734:영어|JPP032734:일본어|CNP032734:중국어 간체|TCP032734:중국어 번체|RUP032734:러시아어|MLP032734:말레이어,7
ENP032546,Daerim Market &amp; Gamjaguk Street,문화관광,Culture > Cultural > Districts,27,KOP032546:한국어|ENP032546:영어|JPP032546:일본어|CNP032546:중국어 간체|TCP032546:중국어 번체|RUP032546:러시아어|MLP032546:말레이어,7
ENP032529,Jeongdong 1928 Art Center,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,27,KOP032529:한국어|ENP032529:영어|JPP032529:일본어|CNP032529:중국어 간체|TCP032529:중국어 번체|RUP032529:러시아어,6
ENP031055,Seoul Science Park,문화관광,Culture > Education > Centers,27,KOP031055:한국어|ENP031055:영어|JPP031055:일본어|CNP031055:중국어 간체|TCP031055:중국어 번체|RUP031055:러시아어,6
ENP030804,Seosomun Shrine History Museum,문화관광,Culture > Cultural > Facilities > Museums,27,KOP030804:한국어|ENP030804:영어|JPP030804:일본어|CNP030804:중국어 간체|TCP030804:중국어 번체|RUP030804:러시아어,6
ENP030803,Amore Pacific Museum of Art (APMA),문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,27,KOP030803:한국어|ENP030803:영어|JPP030803:일본어|CNP030803:중국어 간체|TCP030803:중국어 번체|RUP030803:러시아어,6
ENP030789,Seoul Book Bogo,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,27,KOP030789:한국어|ENP030789:영어|JPP030789:일본어|CNP030789:중국어 간체|TCP030789:중국어 번체|RUP030789:러시아어|MLP030789:말레이어,7
ENP029767,Hwanghakjeong Korean Archery Gallery,문화관광,Culture > Cultural > Facilities > Museums,27,KOP029767:한국어|ENP029767:영어|JPP029767:일본어|CNP029767:중국어 간체|TCP029767:중국어 번체|RUP029767:러시아어,6
ENP029766,Hwanghakjeong (Archery Field),문화관광,Culture > Cultural > Facilities > Museums,27,KOP029766:한국어|ENP029766:영어|JPP029766:일본어|CNP029766:중국어 간체|TCP029766:중국어 번체|RUP029766:러시아어|MLP029766:말레이어,7
ENP029759,Jungnang Adventure Zone : Youth Experience Forest,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,27,KOP029759:한국어|ENP029759:영어|JPP029759:일본어|CNP029759:중국어 간체|TCP029759:중국어 번체|RUP029759:러시아어,6
ENP029578,Shuim Museum,문화관광,Culture > Cultural > Facilities > Museums,27,KOP029578:한국어|ENP029578:영어|JPP029578:일본어|CNP029578:중국어 간체|TCP029578:중국어 번체|RUP029578:러시아어|MLP029578:말레이어,7
ENP029568,Mugyewon,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,27,KOP029568:한국어|ENP029568:영어|JPP029568:일본어|CNP029568:중국어 간체|TCP029568:중국어 번체|RUP029568:러시아어,6
ENP029564,Seoul Women&#039;s Plaza,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,27,KOP029564:한국어|ENP029564:영어|JPP029564:일본어|CNP029564:중국어 간체|TCP029564:중국어 번체|RUP029564:러시아어,6
ENP029561,aT Center,문화관광,Culture > Convention > Centers,27,KOP029561:한국어|ENP029561:영어|JPP029561:일본어|CNP029561:중국어 간체|TCP029561:중국어 번체|RUP029561:러시아어,6
